term,speech_part,meaning
emerge,v.,"agparang, lumgac, lumtaw"
emergency,n.,naricut a panawen
emigrant,n.,"gangganaet, taga sabali a daga"
emigrate,v.,"simmanglad, mapan iti sabali a daga"
eminence,n.,"maingel, kinalactac"
eminent,adj.,nalatac
emotion,n.,ricna
emperor,n.,emperador
empire,n.,pagarian
employ,v.,alaen; iserrac; aramaten
employee,n.,"empleado, trabajador"
employer,n.,"ti agpapatrabajo, akincucua iti pasde a pagtrabajuan"
employment,n.,"pagsapulan, pagtrabajuan"
emporium,n.,pagtagilacuan
empty,,"adj, cawaw"
emulate,v.,"pagpadaen, pagtuladen"
enable,v.,"pabigsaen, iccan iti bael"
enact,v.,aramiden; ipasdec a cas linteg;
encircle,v.,"lawlawen, licmuten"
enclose,v.,isapit; ilucon
enclosure,n.,"nalawlaw, coral"
encore,n.,panangulit
encounter,v.,"panagsabat, panagsarac"
encourage,v.,"papigsaen ti nakem, paragsaken; iccan iti namnama"
encouragement,n.,panangpakired; panangay-ayo
encroach,v.,serreken
end,n.,"murdong, gibusna"
endanger,v.,iturong iti pagpeggadan
endeavor,v.,"padasen, gunoden"
endless,adj.,agnanayon; awan patinggana
endurance,n.,"panaganus, panagibtur"
endure,v.,anusan; ibturan
enema,n.,labatiba; inyeccion
enemy,n.,cabusor
energetic,adj.,napigsa
energy,n.,"pigsa, cabaelan"
enforce,v.,"ipaganetget, ipatungpal"
enforcement,n.,"panangpasurot, panangipatungpal"
engage,v.,"tamingen, asicasuen"
engagement,n.,tulag
engaging,adj.,"nacaay-ayo, nalailo"
engine,n.,maquina
engineer,n.,"enginiero, maquinista"
engineer,v.,ipamuspusan
engulf,v.,"sacupen, tilmunen"
enhance,v.,"padackelen, pasayaaten; ingato"
enigma,n.,"burburtia, banag a di maamiris"
enjot,v.,"panagragsac, panangrambac"
enlarge,v.,"padackelen, ipalawa"
enlargement,n.,pannagpackdel
enliven,v.,"paragsaken, liwliwaen"
enormous,adj.,"adu; naruay, dackel unay"
enough,adj.,"umanay, calalainganna"
enrage,v.,"paungeten, pagpungtoten"
enroll,v.,agpailista
enter,v.,sumbrec; umuneg
entertain,v.,sanguen; liwliwaen
entertainment,n.,pagliwliwaan
enthusiasm,n.,"ragsac, ayat, panangipateg"
entice,v.,awisen
entire,adj.,"isu amin, sapasap"
entitle,v.,"addaan calintengan, panagtagicua; itden ti gudaway"
entrance,n.,"sercan, pagnaan"
entreat,v.,"makisarita, makicacaasi"
entreaty,n.,panagpacpacaasi
entry,n.,ruangan; pagsercan
entwine,v.,"cuniconen, ipultipol"
enumeration,n.,"panagbibilang, pananginagan"
envelop,v.,bungonen
envelope,n.,sobre
envious,adj.,"naapal, naagum"
environment,n.,adda iti lawlaw
envy,n.,"apal, imon"
epic,n.,"maysa a daniw, attiddog a daniw"
epidemic,n.,"agsacnap a sakit, angol"
epidermis,n.,cudil
episode,n.,"paset, capitulo"
equal,n.,"capada, catulad"
equivalent,n.,"catulad, caparis, capada"
erase,v.,"punasan, iccaten, pugasen"
eraser,n.,"pagdalus, pagbura"
erasure,n.,"panmacadalus, pannacapunas"
erect,v.,"pannacaipatacder, lintegen"
err,v.,agbasol; agbiddut
errand,n.,bilen mensaje
error,n.,riro; biddut
escape,n.,"agtalaw, aglibas"
escort,n.,"bayabay, guardia, cadua"
essence,n.,"banglo, nag-uneg"
essential,adj.,"napatoeg, masapul"
establish,v.,mangipatacder
estate,n.,"daga, cucua, panagtagicua"
esteem,n.,"panagdayaw, panagraem; pattapatta"
esteem,v.,pateg; gatadan iti nangato
estimate,n.,"pugto, pattapattaen"
estimate,v.,"pugtuan, adalen"
eternal,adj.,agnanayon
etiquette,n.,pagbatayan iti tignay iti gimong
evaporation,n.,panagmaga
even,adj.,"agpapada, agpagisu"
evening,n.,"rabii, sumipnget"
event,n.,"maaramid, pasamac"
ever,adv.,"agnanayon, uray caano man, uray ania a canito"
everlasting,adj.,"awan patinggana, agnanayon"
every,adj.,tunggal maysa
everybody,pron.,"tunggal tao, tunggal maysa"
everything,n.,"amin a banag, tunggal maysa a banag"
everywhere,adv.,"sadino man, amin a disso"
eviction,n.,"panangpatalaw, panangpaalis"
evidence,n.,pammanecnec
evident,adj.,"nalawag, nalitnaw"
evil,n.,"diablo, dakes, naranggas"
evince,v.,"ipacaamo, ipadlaw"
evolution,n.,panagbaliw ti casasaad
evryone,pron.,"tunggal maysa, isu amin"
exact,adj.,"awan curangna, apag-isu"
exacting,adj.,"managsapul, nainget"
exaggerate,v.,"padackelen, pasawe"
exaltation,n.,"panangingato, panagdayaw"
examination,n.,"examen, subok, pangsubucan iti laing"
examine,v.,"subuken, suoten"
examiner,n.,"mangkita, mangsuboc"
example,n.,"tuladen, pagwadan"
exasperating,adj.,nacasursuron
exceed,v.,"labes, labsan"
exceedingly,adv.,"nalabes, adunay"
excel,v.,"abaken, atiwen"
excellent,adj.,"nalaing, nasayaat"
except,prep.,malacsid
exception,n.,"malacsid, pannacalacsid"
excess,n.,suroc
excessive,adj.,nasursuroc
exchange,v.,"isucat, panangsucat"
excite,v.,"kigtoten, riribuken, sairen"
excitement,n.,"pannacakigtot, maclaat"
exclaim,v.,panagariwawa
exclusive,adj.,naipamaysa
excuse,n.,"parbeng, pambar"
excuse,v.,"agparbeng, pacawanen"
executive,v.,"pngulo, mangiturong"
exercise,n.,panagwatwat
exercise,v.,watwaten
exhaust,v.,"ibusen, pagcapsuten"
exhibit,n.,"panangipakita, panagipabuya"
exist,v.,agbiag
existence,n.,"panagbiag, caadda"
exit,n.,"ruaran, ridaw, pagruaran"
exodus,n.,"iyaadyo, panagruar"
exonerate,v.,"lawlawagan, pacawanen"
expand,v.,"padackelen, palawaen"
expatriate,v.,papanawen iti maysa nga ili
expect,v.,"urayen, namnamaen"
expectation,n.,"segga, namnama"
expedition,n.,panagbaniaga
expense,n.,panagbusbos
expensive,v.,"nangina, napateg"
experience,n.,"padas, napadasan"
experiment,n.,panagpadas
expert,adj.,"nalaing, experto"
expiration,v.,"ipapatay, pannacapugsat, gibus"
expire,v.,"matay, aggibus, agpusat"
explain,v.,ipalawag
explode,v.,agbettac
exploit,v.,aramaten iti pagimbagan
explore,v.,"sukisoken, tan-awan"
export,n.,laco iti sabali a pagilian
export,v.,ilaco iti sabali a daga
expose,v.,"iwarnac, ibilag, ipacaammo"
express,n.,"express, napartac a viaje"
expressive,adj.,"managsarita, mannarita"
extend,v.,"yatiddog, ited"
extent,n.,"cantiddog, calawa"
extinguish,v.,"patayen, iddepen, puyotan"
extort,v.,butngen tapno maala ti cuarta
extra,n.,suroc
extract,v.,"iccaten, leccaben"
extraordinary,adj.,"manmano, nacascasdaaw"
extravagant,adj.,barayoboy
extreme,n.,"murdong, igid, udi"
extricate,v.,"iruar, ucsuten"
eye,n.,mata
eyeball,n.,bola-bola ti mata
eyebrow,n.,kiday
eyelash,n.,curimatmat
eyelid,n.,calub ti mata
eyewitness,n.,"sacsi, nacakita leccion"
fable,n.,parbo a sarita a macaisuro iti leccion
fabric,n.,"lupot, abel"
fabrication,n.,"panagaramid, pinarpartuat"
facade,n.,akinsango a paset ti patacder
face,v.,"sanguen, sumango"
facility,n.,"kinalaca, kinasayud"
facsimile,n.,"copia, capada"
fact,n.,ti puduo
factory,n.,"fabrica, pagpartuatan"
faculty,n.,"mamaestro, dagiti agisursuro"
fade,v.,agpucaw
fail,v.,"matnag, saan a natungpal"
failure,n.,"pannacatnag, pannacaabac"
faint,adj.,"nacapuy, nacudrep"
faint,v.,"nacapuy, nacapsut, maawanan iti puot"
fair,adj.,"napintas maicaayo-ayo, rumbeng"
fairy,n.,encantado
fairyland,n.,taeng wenno lubong dagiti encantado
faith,n.,"talec, pammuti"
faithful,adj.,"napudno, nasingpet"
fake,n.,"saan a pudno, tinultulad"
falicitate,v.,"cablaawen, rucban"
fall,n.,"pannacaregreg, pannacattuang"
fall,v.,"maregreg, matinnag"
false,adj.,"saan a pudno, saan nga gpayso, naulbod"
fame,n.,"dayaw, nasayaat a pacasaritaan"
familiar,adj.,"naisigud, nacairuaman"
family,n.,"familia, caman"
famine,n.,"rigat, bisin"
famous,adj.,"nadayaw, maingel, madaydayaw"
fan,n.,"paypay, abanico"
fan,n.,paypayan
fanatical,adj.,mamati la unay
fancy,n.,"arapaap, darepdep"
fanfare,n.,rambac a nalabes
fantastic,adj.,"casla di agpayso, saan a nacappapati"
far,adj.,adayo
farce,n.,pabuya a macapacatawa
fare,n.,"pagbayad, bayad ti panaglugan"
farewell,n.,pacada
farm,n.,"lapog, talon"
farmer,n.,mannalon
farther,adv.,ad-adayo
fascination,n.,"pannacaawis, pannacaliwliwa"
fashion,n.,"moda, tabas"
fast,n.,saan a pannangan
fast,v.,"napartac, napardas"
fasten,v.,"igalot, itali"
fat,adj.,nalucmeg
fatal,adj.,nacaal-alingget
fate,n.,gasat
father,n.,"ama, tatang, tata"
father-in-law,n.,catugangan (a lalaki)
fault,n.,"basol, biddut"
faulty,adj.,"managdakes, nariro"
favor,n.,"ayat, asi"
favor,v.,"ayaten, ayonan"
favorable,adj.,"maibagay, nasayaat, nacaayayo"
favorite,n.,"patpatgen, idaddaduma"
fear,v.,"buteng, amac"
fearful,adj.,"nacabutbuteng, nacaam-amac"
feasibility,n.,pannacabalin
feast,n.,padaya
feat,n.,cabaelan
feather,n.,dutdot
feathey,adj.,"nadutdot, nalamuyot"
feature,n.,"kita, ladawan, paset"
february,n.,Febrero
fee,n.,bayad
feeble,adj.,"nacapsut, nacuttong"
feed,v.,"pacanen, duolan"
feel,v.,ricnaen
feeling,n.,ricna
feet,n.,sacsaca
feign,v.,"agpamhan, parbo a pamarang"
felonious,adj.,"managdacdakes, macappatay, nagulib"
felt,v.,naricna
female,n.,babai
fence,n.,"alad, beddeng"
fend,v.,"lisian, liclican, sarapaen"
fern,n.,paco
ferocious,adj.,"naunget, nauyong"
ferret,v.,"biruken, tapno yalis"
ferry,n.,"lugan a mangiballasiw, balsa"
fertile,adj.,"nataba, nasayaat a daga"
fertilize,v.,"patabaen, pasayaaten"
fervent,adj.,"narasuc, nagaed"
festivity,n.,"alaen, bunagen"
fetch,v.,"panangsapul, alaen"
fete,v.,irubbuat
fetid,adj.,"nabungsot, naangut"
fetish,n.,"anting-anting, laing"
fever,n.,gurigor
feverish,adj.,"napudot, addaan gurigor"
few,adj.,bassit
fickle,adj.,nalupoy
fiction,n.,sarita a saan a pudno
fiddle,n.,gitarra
fidelity,n.,panagtalec
fidgety,adj.,"mabutbuteng, nervioso"
field,n.,"tay-ac, taltalon"
fiendish,adj.,"casla sairo, nacabutbuteng"
fierce,adj.,narungsot
fifteenth,adj.,maicasangapulo ket lima
fifth,adj.,maicalima
fifth-column,n.,"espia, agsisilim"
fifty,n.,lima pulo
fig,n.,maysa a kita ti cayo
fight,n.,"apa, dangadang, ranget"
figurative,adj.,pangngarig
figure,n.,"bilang, kita, ladawan"
figurehead,n.,sinan-tao
file,n.,"salansan, garugad"
file,v.,"urnos, urnosen"
filibuster,n.,"mangraut, manglapped"
fill,n.,punnuen
film,n.,pelicula
filth,n.,rugit
filtrate,v.,yacayaken
finacier,n.,"capitalista, agigiggem ti pirac, mangibusbos"
final,adv.,"ti camaudian, ti maudi"
finance,n.,"pirac, pagpastrecan, iti sanicua"
find,v.,"sapulen, biruken"
fine,adj.,"nasayaat, nafino"
finger,n.,ramay
finger wave,n.,culot babaen ti ima
fingerprints,n.,lemma dagiti ramay
finish,adj.,"panaacalpas, camaudlanan"
finish,v.,"leppasen, gibusan"
fire,n.,"pudot, apuy"
firebrand,n.,"beggang, aluten"
fireman,n.,bombero
firewood,n.,"sungrod, cayo"
fireworks,n.,pannacasindi ti cultis
firm,adj.,"natibker, natangken"
firmness,n.,"catikber, catangken"
first,adj.,"immuna, umuna"
fish,v.,panagcalap
fisherman,n.,mangngalap
fishery,n.,"pagcalapan, pagtaracaan iti ican"
fist,n.,gemgem
fistic,adj.,maipapan iti gemgem
fit,adj.,rumbeng
fittings,n.,"pannaca-urnos, arcos"
five,n.,lima
fix,v.,tarimaanen
fixture,n.,"casapulan, sab-it"
fizzle,v.,agpucaw
flabby,adj.,"nacapuy, nacapsut"
flag,n.,"bandera, wagayway"
flame,n.,"apuy, gil-ayab"
flaming,adj.,"gumilgil-ayab, maur-uram"
flap,n.,agsawasaw a paset ti accub
flare,n.,"silnag, raniag"
flash,n.,"silap, silaw, pananggilap"
flashy,adj.,"napartec, apag-canito"
flat,adj.,nasimpa
flatter,v.,nalabes a panangidayaw
flea,n.,timel
flee,v.,"pumanaw, agtaray"
fleece,v.,"ussoban, rabsuten ti sanicuana"
fleet,adj.,napartac
fleeting,adj.,"apagcanito, apag-biit"
flesh,n.,lasag
flickering,adj.,"agandaandap, agcudrep-cudrep, agpapatay"
flight,n.,panagtayab
flighty,adj.,managbaliw nacuti
flimsy,adj.,"narucop, naingpis"
fling,v.,"ibato, ibelleng"
flippant,adj.,"nagaraw, garampang"
float,n.,"carro, balsa"
float,v.,"lumtaw, tumpaw"
flock,n.,"taripnong, pangen, timpuyog"
flock,v.,"agtipon, tipon, agu-urnong"
flood,n.,lay&&&
flooded,v.,nalayus
floor,n.,"datar, cadsaaran"
flora,n.,minuyongan ti ili&&&sabong
florid,adj.,"nasabong, nasileng, nalasbang"
florist,n.,aglaco iti sabong
flour,n.,"billaay, harina"
flourish,v.,"umadu, aglanto"
flow,V.,agayus
flower,n.,sabong
flowering,n.,agsabsabong
fluctuate,v.,"paggarawen, agbinnabinnat, agbaliw"
fluent,adj.,"nalaing, natarabit, nasayud"
fluid,"n. ania man nga agayus cas ti danum, lana, etc.",
flush,v.,agpayacpac
flutter,v.,agpayacpac
fly,n.,agilaw
fly-leaf,n.,umuna a binulong ti libro
foam,n.,burec
foam,v.,munurec
foe,adj.,"canusor, calaban"
fog,n.,angep
foggy,adj.,"naangep, naulep"
foil,v.,"atipaen, paayen"
fold,n.,"masacup, sacup"
fold,v.,"cupinen, iculpi"
foliage,n.,bulbulong
folks,n.,"tattao, dagiti caman"
follower,n.,"pasurot, adipen"
following,adj.,sumursurot
folly,n.,"biddut, kinaalicuteg"
fond,adj.,"naayat, nadungngo"
fondle,v.,iggaman a silalailo
fondness,n.,"pannacairuam, panangipateg"
food,n.,"canen, tarson"
fool,n.,maag
foot-loose,adj.,"saan a naigalut, nacaragut, bulos"
footlights,n.,"entablado, pagbuyaan"
footsteps,n.,tugot
for,prep.,"maipanggep, agpaay"
forbearance,n.,anus
forbid,v.,iparit
forbidden,adj.,maiparit
force,n.,"pigsa, pilit"
force,v.,piliten
fore,n.,"umuna, sango"
forearm,v.,umuna nga igaman
foreboding,,n partaan ti peggad
forego,v.,"ibbatan, baybay-an, unnaan"
foregone,adj.,immuna a natingiting
forehead,n.,muging
foreign,adj.,"gangannaet, taga sabali a daga"
foreigner,n.,gangannaet
foreman,n.,capataz
foremost,adj.,"immuna, umuna"
forenoon,n.,sacbay ti agmatuon
forest,n.,"bakir, cacayuan"
forfeit,v.,"pucawen, ibbatan"
forge,v.,"pandayen, tuladen"
forger,n.,mannulad
forget,v.,lipaten
forgetful,adj.,managlipat
forgive,v.,pacawanen
forgiveness,adj.,nalipatan
forgiveness,n.,pammacawan
fork,n.,tinedor
forlorn,adj.,"naliday, awanan namnama"
form,n.,"langa, ladawan"
formal,adj.,nadayaw
former,adj.,ti immuna
formerly,adj.,immun-una
forsake,v.,"lipaten, baybay-an"
fort,n.,"forte, garison, cuartel, nasalacaiban a disso"
forth,adv.,"iti rabaw, siruruar, tit imatang"
forthcoming,adj.,sumungad
fortnight,n.,dua a lawas
fortunate,adj.,nagasat
fortune,n.,kinabucnang gasat
forty,n.,upat a pulo
forward,adj.,"ipawit, iti masangguasan"
foul,adj.,"dakes, naangot, sasa arumbeng nga aramid"
foundation,n.,"adigi, pagbatayan, pangrugyan"
founder,n.,nangipatacder
fountain,n.,"ubbog, burayoc"
four,n.,uppat
four o'clock,n.,alas cuatro
foursome,n.,uppatan
fourteen,n.,sa ngapulo ket uppat
fourteenth,adj.,maica-sangapulo ket uppat
fowl,n.,"billit, manoc"
fox,n.,casla aso nga animal
foxy,adj.,"managsuitic, manangallilaw"
fraction,n.,"pirgis, rissic, paset"
fragile,adj.,"nalaca a mabuong, narasi"
fragrant,adj.,"nabanglo, naayamu-om"
frail,adj.,narucop
frame,n.,"paragpag, cuadro, balabala"
frank,adj.,nabatad
frankness,n.,kinabatad
fraternity,n.,gimong
fraud,n.,panagcusit
fraught,adj.,napno
free,adj.,"aywaywaya, saan a bayadan"
freedom,n.,waywaya
freeze,v.,"tumangken, lumami-is, agbalin a hielo"
freight,n.,"carga, bayad ti cargamento"
frenzy,n.,"panagmauyong, pannacasair a nalabes, pannacasinga"
frequent,adj.,masangan
fresh,adj.,"sadiwa, nalasbang"
fret,n.,"agsennaay, gapu iti bannog wenno rigat"
friday,n.,Viernes
frog,n.,tucac
frolic,n.,"ay-ay-ayam, rambac"
frolicsome,adj.,"mannaki-ayayam, naayat"
from,prep.,"nagtaud, naggapu"
front,n.,"sango, sanguanan"
frost,n.,"lamec, lami-is"
froth,n.,"labutab, burec"
frown,v.,agrupanget
frozen,v.,"timmangken, nalamiisan"
frugality,n.,kinasalimetmet
fruit,n.,"bunga, bunga ti cayo"
fruitful,adj.,nabunga
frustrate,v.,atipaen
fry,n.,ifrito
fuel,n.,"pagsungrod, pagaron"
fulfill,v.,"aramiden, tungpalen"
fulfillment,n.,"pannacatungpal, pannacaaramid"
full,adj.,"napnec, napno"
fully,adv.,sipupunno
fun,n.,"ragragsac, rabac, angaw"
fund,n.,naurnong a pirac
funeral,n.,"pumpon, pannacaipumpon"
fungus,n.,buot
funnel,n.,imbudo
funny,adj.,nacacatcatawa
fur,n.,dutdot ti ayup
furious,adj.,"naunget, naringgor"
furlough,n.,vacacion
furnish,v.,"itden, iccan"
furnishings,n.,"dagiti maararamat, alicamen"
furniture,n.,"alicamen, muebles"
further,adj.,"diay adayo, ad-adayo, maysa pay, isuray"
furtherance,n.,panangituloy
furtive,adj.,"nacalemmeng, salimed, nalliban"
fury,n.,"pungtot, rungsot"
fusillade,n.,agsasaruno a panagpaltug
fusion,n.,"panagmaymaysa, panaglaoc"
futile,adj.,awan ti maayna
future,n.,"ti sumangbay, masanguanan"
gain,n.,"gunggonna, gunod, iac-am"
gain,v.,"gun-oden, gunggonaen"
gale,n.,allawig
gall,n.,"pait, apro"
gallant,adj.,"natured, natacneng"
gallery,n.,"pagbuyaan, pagipabuyaan, gallera"
gallon,"n. galon, 4.",2 a litro
gallop,n.,"pataray, nataray a panaglagto"
game,n.,"ayayam, panaganup"
gander,n.,ganso a lalaki
gangplank,n.,"rangtay, talaytayan"
gangrene,n.,"letteg, panagrupsa ti cudil"
gape,v.,"agnganga, agmulmulengleng"
garage,n.,"garaje, pagyanan ti lugan"
garb,n.,aru-aten
garbage,n.,"rugit, ruot"
garden,n.,"minuyogan, jardin"
gardener,n.,agtartaraken cadagiti mulmula
gardenia,n.,rosal
gargle,n.,mulumog
garland,n.,"cuentas a sabsabong, naubon a sabsabong"
garlic,n.,bawang
garment,n.,"luplupot, aruaten, cawes"
garter,n.,lastico
gas,n.,"gas, petroleo"
gash,n.,"iwa, sugat"
gasp,v.,agal-al
gasping,v.,agal-al-al
gate,n.,ruangan
gather,v.,"agurnong, urnongen, burasen"
gathering,n.,"tiponan, panagurnong, urnong"
gaudy,adj.,"napasindayaw, narangrang"
gaunt,adj.,"narapis, nacuttong"
gay,adj.,"naragsac, naayat"
gaze,v.,kitaen buysen
gazing,v.,"tumaltanlaw, cumitkita"
gem,n.,gameng
general,n.,"general, sapasap, cadawyan"
generate,v.,"patauden, patanoren, panagadu"
generation,n.,caputotan
generous,adj.,"naasi, natan-oc, nawadwad"
genial,adj.,"naragsac, sidadayaw a makisango"
genius,n.,masirib
gentle,adj.,"natalna, naayat, nalanay"
gentleman,n.,"addan dayaw, lalaki a nadayaw"
gently,adv.,siinayad
genuine,adj.,napudno
geography,n.,"geografia, adal maipanggep ti casasaad ken disso dagiti dagdaga"
germ,n.,cagaw
germicide,n.,pagpatay cadagiti microbio
germinate,v.,"panagtubo, agtubo"
get,v.,alaen
ghastly,adj.,nacabutbuteng
ghost,n.,al-alia
giant,n.,"gigante, dackel a tao"
gibberish,adj.,napardas ken di maawatan a panagsao
gift,n.,"sagut, ipaay"
giggle,n.,catawa
gill,n.,asang
ginger,n.,laya
girdle,n.,"barikes, reppet"
girl,n.,"babai, novia, caayanayat"
gist,n.,"anag, dagup"
give,v.,"ited, ipaay"
glad,adj.,natutuwa
gladness,n.,"ragsac, ayat, rambac"
glamour,n.,"pintas, libnos"
glance,n.,"panagkita, sirip"
glare,n.,"lawag, silaw, ipeperreng"
glaring,adj.,"macaited, lawag, sigagangat, macasisirap"
glass,n.,"vaso, sarming"
gleam,n.,"silaw, raniag"
glee,n.,ragsac
glib,adj.,natagari
glide,v.,aguyas
glimpse,v.,"kitaen, buyaen"
glimpse,v.,"panangkita, sirip"
glitter,n.,"silap, sileng"
gloom,n.,sipnget
glorious,adj.,"nagloriaan, nangayed, natan-oc"
glory,n.,"gloria, tan-oc, dayaw"
glow,n.,"apuy, gil-ayab, lawag"
glowing,adj.,"umap-apuy, gumilgikayab"
glue,n.,"pigket, cula"
glutton,n.,"arsaab, rawet, bucatot"
go,v.,"pumanaw, mapan"
goat,n.,calding
god,n.,Dios
goddess,n.,diosa
godly,adj.,nadiosan
godmother,n.,ina iti buniag
gold,n.,balitoc
golden,adj.,"casla-balitoc, nabalitocan"
goldsmith,n.,platero
good,adj.,"nasayaat, rumbeng"
good-bye,n.,pacada
goodness,n.,"sayaat, ayat"
goodwill,n.,nasayaat a pamakilangen
goose,n.,ganso
gore,v.,"suaten, abutan"
gorgeous,adj.,"napintas, nasayaat"
gormand,n.,"rawet, nalaing a mangan, bucatot"
gospel,n.,"evangelio, libro maipapan iti cabibiag ni Cristo"
gossip,n.,"pagsasaritaan, pagtungtongan sayanggguseng"
gossiper,n.,"mannanao, siasino man nga agiracurac iti awan mamaayna a damag"
govern,v.,"agturay, iturayan"
government,n.,"gobernador, pangulo ti provincia"
gown,n.,"bado - pagturog, bado"
grab,v.,"iggem, naagaw"
grace,n.,"nalamuyot a gunta, cararag, ayat"
graceful,adj.,napintas ken nasayud
gracious,adj.,naayat
grade,n.,"grado, tucad, kita"
gradual,adj.,"saggabassit, mangin-inut"
graduate,n.,siasino man a nagturpos iti colegio wenno universidad
grain,n.,bukel
grammar,n.,gramatica
grand,adj.,dackel
grandeur,n.,"kinadackel, kinangayed nga sayaat"
grandfather,n.,"apo, lacay, lolo, lelong"
grandmother,n.,"apo a baket, lola, lelang"
grandson,n.,apo-co
grant,n.,"sagut, naipaay"
grape,n.,uvas
grasp,v.,"iggaman, petpetan"
grass,n.,ruruot
grasshopper,n.,dudon
grassy,adj.,naruot
grateful,adj.,agyaman
grater,n.,pagigadan
gratis,n.,"awan bayad, libre, gratis"
gratitude,n.,yaman
grave,adj.,"nadagsen, nariget"
grave,n.,"tanem, pacaipumponan, taeng dagiti natay"
gravity,n.,"pigsa, dagsen, pigsa a manggayud"
gray,adj.,maris ti dapo
graze,v.,agarab
grease,n.,debo
greasy,adj.,"nagalis, nasileng"
great,adj.,"nalaing, maingel, dackel"
greatness,n.,kinamaingel
greedy,adj.,"narawet, naagum"
green,adj.,"verde, nalangto"
greet,v.,"dayawen, cablaawan"
greeting,n.,"panagadayaw, cablaaw"
grief,n.,"rigat, panagladingit"
grieve,v.,"agliday, agladingit"
grill,v.,usigen a nalaing ituno
grin,n.,isen
grind,v.,"gilingen, tumeken"
grinder,n.,gilingan
grinning,v.,umisisem
groan,n.,"asug, unnoy"
groggy,adj.,"pannabartec, maulaw"
gross,adj.,"dadackel, napuscol, saan a nafino"
ground,n.,daga
group,n.,"taripnong, pangen"
grove,n.,cacaycaywan
grow,v.,"agtubo, dumackel"
growth,n.,"panagtubo, idadackel"
guarantee,v.,patalgedan
guard,n.,"agbambantay, guardia"
guess,n.,pugto
guest,n.,sangaili
guide,n.,"bayabay, cadua"
guild,n.,timpuyog
guile,n.,"panangalilaw, panangawis, panangayayo"
guilt,n.,basol
guise,n.,"mascara, iparangarang a langa"
guitar,n.,"guitarra, cutibeng"
gullible,adj.,nalaca a maallilaw
gun,n.,"paltog, igam"
gush,n.,"tedted, burayoc"
gust,n.,pul-oy
gutter,n.,"sayongan, canal"
habit,n.,"uglai, cadawyan"
habitable,adj.,mabalin a pagtaengan
habitual,adj.,naipacadawyan
had,v.,icutan
hag,n.,"manggagamud, naalas a baket"
haggard,adj.,"nacuttong, nabesag"
hail,n.,"cablaaw, panangdayaw, natukel a hielo nga agtaud iti ulep"
hair,n.,
hairdresser,n.,"agculculot, mangurnos iti buoc"
hairpin,n.,ipit ti buoc
hale,adj.,"nabaneg, nasalun-at"
half-breed,n.,mestizo
half-hearted,adj.,"saan a naimpusuan, saan a naregget"
half-past,adj.,nalabes a cagudua
half-wit,n.,"agmauyong, maag"
hall,n.,"salas, nalaw a siled"
halt,n.,agsardeng
ham,,hamon
hammer,v.,"martillo, pang-or"
hammock,n.,"indayon, duyan"
hand,n.,ima
hand,v.,"ited, yawat"
handful,adj.,sangarakem
handkerchief,n.,"paño, pañolito"
handmade,adj.,inaramid ti ima
handsome,adj.,"nataer, nataraki"
handwriting,n.,surat ti ima
handy,adj.,"sangcaawit, nalaca nga ingaaman"
hanger,n.,sabitan
hangings,n.,"balaybay, bitin"
hapless,adj.,"awanan gasat, naldaang"
happenings,n.,"maar-aramid, paspasamac"
happily,adj.,naragsac
harbor,n.,"camangan, pagsangladan dagiti sasacayan, puerto"
hard,adj.,"maringat, natangken"
hard-up,adj.,marigatan
harden,v.,patangkenen
hardly,adv.,siririgat
hardship,n.,"panagrigat, panagtuoc"
hardware,n.,ramramit a landoc
hark,v.,"dumngeg, timuden, allinagagen"
harm,n.,dangran
harmony,n.,"panagtunos, panagkinawatan"
harness,n.,"rienda, ipacat"
harsh,adj.,"rusanger, nainget"
harvest,n.,"panagani, apit"
has been,n.,"sigud, nacapucaw iti kinalatac"
haste,n.,"partac, napardas a panaggunay"
hasten,v.,partacan
hasty,adj.,panagdardaras
hat,n.,"callugong, sombrero"
hatch,v.,"ungtan, guraen"
hateful,adj.,nacasursuron
hatred,n.,"pungtot, simbron, suron"
haughty,adj.,"managpannackel, natangsit, napangas, naparammag"
haul,v.,"guyoden, iduron, bunagen"
have,v.,icutan
hawk,n.,cali
hay,n.,"garami, nagirican"
hazard,n.,"paricut, bangen"
hazy,adj.,"nacudrep, naangep"
he,pron.,isu (lalaki)
head,n.,"ulo, pangulo"
headache,n.,sakit ti ulo
headed,v.,"agtuloy, impanguluan, agturong"
heading,n.,"pangrugyan, paulo"
heal,v.,"agasan, paimbagen"
health,n.,salun-at
healthy,adj.,nasalun-at
heap,n.,"bunton, gabsuon"
hear,v.,"timuden, denggen"
heard,v.,"natimud, nangngeg"
hearing,n.,"panagdengngeg, panangusig"
hearsay,n.,"damag, anabaab"
heart,n.,puso
hearty,adj.,"managayat, naimpusuan"
heat,n.,pudot
heathen,n.,dagiti saan a mamati iti Dios
heave,v.,"ingato, ibato"
heaven,n.,"langit, ngato"
heavenly,adj.,"nailangitan, na Diosan"
heavy,adj.,"nadagsen, nabantot"
heckle,v.,"rabaken, singaen"
hedge,n.,"nayalad a mulmula, ruot"
heed,v.,"denggen, kitaen"
heedless,adj.,"saan a naannad, di mangipangag, managbaybay-a"
height,n.,"cangato, catayag"
heir,n.,ti-agtawid
hell,n.,"infierno, disso a pacadusaan dagiti managbasol"
hell-cat,n.,"managdakes, manggagamud, baket a naalas"
hello,inter.,hoy
help,n.,"tulong, badang"
